0,0.0,-5,-10.0,,,,,
1,20.0,-5,-10.0,,,,,
2,20.0,5,-10.0,,,,,
3,0.0,5,-10.0,,,,,
4,0.0,-5,10.0,,,,,
5,20.0,-5,10.0,,,,,
6,20.0,5,10.0,,,,,
7,0.0,5,10.0,,,,,
8,9.9999999999848,-5,-10.0,,,,,
9,10.0,5,-10.0,,,,,
10,0.0,-5,-1.23172583244013e-11,,,,,
11,20.0,-5,-1.23172583244013e-11,,,,,
12,20.0,5,-1.23172583244013e-11,,,,,
13,0.0,5,-1.23172583244013e-11,,,,,
14,9.9999999999848,-5,10.0,,,,,
15,10.0,5,10.0,,,,,
16,14.9999999999924,-7.60227436556969E-12,-10.0,,,,,
17,4.9999999999924,0,-10.0,,,,,
18,10.0,-5,-1.1368683772175602e-15,,,,,
19,4.9999999999924,-5,4.99999999999384,,,,,
20,4.9999999999924,-5,-5.00000000000616,,,,,
21,14.9999999999962,-5,-5.00000000000308,,,,,
22,14.9999999999924,-5,5.0000000000076,,,,,
23,20.0,0,4.99999999999384,,,,,
24,20.0,0,-5.00000000000616,,,,,
25,10.0,5,-5.747821735502349e-12,,,,,
26,5.0,5,-5.00000000000616,,,,,
27,15.0,5,-5.00000000000616,,,,,
28,5.0,5,4.99999999999549,,,,,
29,15.0,5,4.99999999999549,,,,,
30,0.0,0,4.99999999999384,,,,,
31,0.0,0,-5.00000000000616,,,,,
32,14.9999999999924,-7.60227436556969E-12,10.0,,,,,
33,4.9999999999924,0,10.0,,,,,
